algorithm_type,params,s_epe,s_mse,a_mse,combined_score
Farneback,pyr_scale=0.2; levels=3; winsize=15; iterations=1; poly_n=5; poly_sigma=1.1; flags=0,13.897726126435595,3229.9146,3229.9146,0.38836305700831086
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=3; poly_n=5; poly_sigma=1.1; flags=0,14.021541742629008,3141.9575,3141.9575,0.38481905058428323
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=3; poly_n=5; poly_sigma=1.3; flags=0,14.734084559711684,3056.2617,3056.2617,0.38965290004537523
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=3; poly_n=5; poly_sigma=1.5; flags=0,15.246955639201229,2986.7305,2986.7305,0.3926612021576261
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=3; poly_n=5; poly_sigma=2.0; flags=0,15.798932994650439,2903.5496,2903.5496,0.3953980541164208
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=3; poly_n=7; poly_sigma=1.1; flags=0,14.021705126888103,3141.939,3141.939,0.384820220376821
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=3; poly_n=7; poly_sigma=1.3; flags=0,14.738731108951736,3055.3828,3055.3828,0.38966520162410967
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=3; poly_n=7; poly_sigma=1.5; flags=0,15.276944269002513,2979.9297,2979.9297,0.3926730044778729
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=3; poly_n=7; poly_sigma=2.0; flags=0,15.96821091864966,2853.8667,2853.8667,0.39478696775558075
Farneback,pyr_scale=0.3; levels=3; winsize=27; iterations=1; poly_n=5; poly_sigma=1.1; flags=0,12.11630989170183,3443.6516,3443.6516,0.376247437266365
Farneback,pyr_scale=0.3; levels=3; winsize=27; iterations=1; poly_n=5; poly_sigma=1.3; flags=0,12.64625387735045,3400.6675,3400.6675,0.3810876196906593
Farneback,pyr_scale=0.3; levels=3; winsize=27; iterations=1; poly_n=5; poly_sigma=1.5; flags=0,13.08709401903251,3362.7058,3362.7058,0.3849816646799225
Farneback,pyr_scale=0.3; levels=3; winsize=27; iterations=1; poly_n=5; poly_sigma=2.0; flags=0,13.661781011020457,3305.1902,3305.1902,0.389576352449193
Farneback,pyr_scale=0.3; levels=3; winsize=27; iterations=1; poly_n=7; poly_sigma=1.1; flags=0,12.116443011809768,3443.6387,3443.6387,0.37624852608749404
Farneback,pyr_scale=0.3; levels=3; winsize=27; iterations=1; poly_n=7; poly_sigma=1.3; flags=0,12.650476518199063,3400.257,3400.257,0.3811220901419252
Farneback,pyr_scale=0.3; levels=3; winsize=27; iterations=1; poly_n=7; poly_sigma=1.5; flags=0,13.117094075282617,3359.811,3359.811,0.38522799243370975
Farneback,pyr_scale=0.3; levels=3; winsize=27; iterations=1; poly_n=7; poly_sigma=2.0; flags=0,13.883504441287764,3277.4805,3277.4805,0.39101791321505414
Farneback,pyr_scale=0.3; levels=3; winsize=27; iterations=2; poly_n=5; poly_sigma=1.1; flags=0,12.776440085853263,3364.974,3364.974,0.38076863172291886
Farneback,pyr_scale=0.3; levels=3; winsize=27; iterations=2; poly_n=5; poly_sigma=1.3; flags=0,13.359060562996003,3311.03,3311.03,0.38568865208116276
Farneback,pyr_scale=0.3; levels=3; winsize=27; iterations=2; poly_n=5; poly_sigma=1.5; flags=0,13.805944354882106,3266.5935,3266.5935,0.38927883490095905
Farneback,pyr_scale=0.3; levels=3; winsize=27; iterations=2; poly_n=5; poly_sigma=2.0; flags=0,14.37663981886413,3196.3494,3196.3494,0.3930539269646395
Farneback,pyr_scale=0.3; levels=3; winsize=27; iterations=2; poly_n=7; poly_sigma=1.1; flags=0,12.776576981899884,3364.9575,3364.9575,0.3807695349886104
Farneback,pyr_scale=0.3; levels=3; winsize=27; iterations=2; poly_n=7; poly_sigma=1.3; flags=0,13.363072748160757,3310.5044,3310.5044,0.38571327691522195
Farneback,pyr_scale=0.3; levels=3; winsize=27; iterations=2; poly_n=7; poly_sigma=1.5; flags=0,13.833219641764149,3262.6348,3262.6348,0.3894231793090389
Farneback,pyr_scale=0.3; levels=3; winsize=27; iterations=2; poly_n=7; poly_sigma=2.0; flags=0,14.571823195083775,3156.28,3156.28,0.39338232598353795
Farneback,pyr_scale=0.3; levels=3; winsize=27; iterations=3; poly_n=5; poly_sigma=1.1; flags=0,13.086474011824373,3323.806,3323.806,0.3826390008000551
Farneback,pyr_scale=0.3; levels=3; winsize=27; iterations=3; poly_n=5; poly_sigma=1.3; flags=0,13.658548005508624,3266.0034,3266.0034,0.38717988085073374
Farneback,pyr_scale=0.3; levels=3; winsize=27; iterations=3; poly_n=5; poly_sigma=1.5; flags=0,14.090388864965622,3212.3462,3212.3462,0.39000622720487854
Farneback,pyr_scale=0.3; levels=3; winsize=27; iterations=3; poly_n=5; poly_sigma=2.0; flags=0,14.6780082969376,3129.3218,3129.3218,0.3932514261642217
Farneback,pyr_scale=0.3; levels=3; winsize=27; iterations=3; poly_n=7; poly_sigma=1.1; flags=0,13.08661088707711,3323.7905,3323.7905,0.38263999318159936
Farneback,pyr_scale=0.3; levels=3; winsize=27; iterations=3; poly_n=7; poly_sigma=1.3; flags=0,13.662546876188276,3265.4583,3265.4583,0.3872031718925895
Farneback,pyr_scale=0.3; levels=3; winsize=27; iterations=3; poly_n=7; poly_sigma=1.5; flags=0,14.116740022573756,3208.0908,3208.0908,0.39011982691549696
Farneback,pyr_scale=0.3; levels=3; winsize=27; iterations=3; poly_n=7; poly_sigma=2.0; flags=0,14.86792734527713,3085.603,3085.603,0.39328718183137734
Farneback,pyr_scale=0.3; levels=3; winsize=35; iterations=1; poly_n=5; poly_sigma=1.1; flags=0,11.550056819302352,3511.602,3511.602,0.37239692646121497
Farneback,pyr_scale=0.3; levels=3; winsize=35; iterations=1; poly_n=5; poly_sigma=1.3; flags=0,11.945433662205101,3484.4473,3484.4473,0.37630292419807937
Farneback,pyr_scale=0.3; levels=3; winsize=35; iterations=1; poly_n=5; poly_sigma=1.5; flags=0,12.27402175710825,3457.9868,3457.9868,0.37931551330732494
Farneback,pyr_scale=0.3; levels=3; winsize=35; iterations=1; poly_n=5; poly_sigma=2.0; flags=0,12.716927302666841,3415.938,3415.938,0.3829932753434149
Farneback,pyr_scale=0.3; levels=3; winsize=35; iterations=1; poly_n=7; poly_sigma=1.1; flags=0,11.550158277084842,3511.5864,3511.5864,0.3723974080970146
Farneback,pyr_scale=0.3; levels=3; winsize=35; iterations=1; poly_n=7; poly_sigma=1.3; flags=0,11.948666820924098,3484.0867,3484.0867,0.3763265519340918
Farneback,pyr_scale=0.3; levels=3; winsize=35; iterations=1; poly_n=7; poly_sigma=1.5; flags=0,12.296972523474153,3455.9438,3455.9438,0.379514247084467
Farneback,pyr_scale=0.3; levels=3; winsize=35; iterations=1; poly_n=7; poly_sigma=2.0; flags=0,12.898137285362182,3395.612,3395.612,0.3843106444644004
Farneback,pyr_scale=0.3; levels=3; winsize=35; iterations=2; poly_n=5; poly_sigma=1.1; flags=0,12.0534894347653,3461.563,3461.563,0.37644263751571505
Farneback,pyr_scale=0.3; levels=3; winsize=35; iterations=2; poly_n=5; poly_sigma=1.3; flags=0,12.481911372900658,3427.4907,3427.4907,0.38039620964194254
Farneback,pyr_scale=0.3; levels=3; winsize=35; iterations=2; poly_n=5; poly_sigma=1.5; flags=0,12.81817805461946,3398.095,3398.095,0.3833402119447796
Farneback,pyr_scale=0.3; levels=3; winsize=35; iterations=2; poly_n=5; poly_sigma=2.0; flags=0,13.293905963245043,3342.7395,3342.7395,0.3866790679458798
Farneback,pyr_scale=0.3; levels=3; winsize=35; iterations=2; poly_n=7; poly_sigma=1.1; flags=0,12.05358927273535,3461.5483,3461.5483,0.3764431560787853
Farneback,pyr_scale=0.3; levels=3; winsize=35; iterations=2; poly_n=7; poly_sigma=1.3; flags=0,12.48495988486199,3427.2148,3427.2148,0.38042234852047596
Farneback,pyr_scale=0.3; levels=3; winsize=35; iterations=2; poly_n=7; poly_sigma=1.5; flags=0,12.839124466336662,3395.9946,3395.9946,0.38350742768744284
Farneback,pyr_scale=0.3; levels=3; winsize=35; iterations=2; poly_n=7; poly_sigma=2.0; flags=0,13.464222996203635,3316.791,3316.791,0.3875065883822833
Farneback,pyr_scale=0.3; levels=3; winsize=35; iterations=3; poly_n=5; poly_sigma=1.1; flags=0,12.268501218582385,3436.7817,3436.7817,0.37796593482290974
Farneback,pyr_scale=0.3; levels=3; winsize=35; iterations=3; poly_n=5; poly_sigma=1.3; flags=0,12.690144453337217,3403.513,3403.513,0.3818727954571107
Farneback,pyr_scale=0.3; levels=3; winsize=35; iterations=3; poly_n=5; poly_sigma=1.5; flags=0,13.028702914822606,3368.2449,3368.2449,0.38449652981909027
Farneback,pyr_scale=0.3; levels=3; winsize=35; iterations=3; poly_n=5; poly_sigma=2.0; flags=0,13.53909866618682,3301.6477,3301.6477,0.3876462494582531
Farneback,pyr_scale=0.3; levels=3; winsize=35; iterations=3; poly_n=7; poly_sigma=1.1; flags=0,12.268599379469496,3436.7766,3436.7766,0.3779669961509442
Farneback,pyr_scale=0.3; levels=3; winsize=35; iterations=3; poly_n=7; poly_sigma=1.3; flags=0,12.693147166216894,3403.1282,3403.1282,0.38189175153873695
Farneback,pyr_scale=0.3; levels=3; winsize=35; iterations=3; poly_n=7; poly_sigma=1.5; flags=0,13.049583938404684,3365.5012,3365.5012,0.38462425102153097
Farneback,pyr_scale=0.3; levels=3; winsize=35; iterations=3; poly_n=7; poly_sigma=2.0; flags=0,13.721151389938303,3270.5825,3270.5825,0.3883310758428413
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=1; poly_n=5; poly_sigma=1.1; flags=0,13.94097739736184,3140.6519,3140.6519,0.3836127994449856
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=1; poly_n=5; poly_sigma=1.3; flags=0,14.714058846011465,3035.2896,3035.2896,0.38811421149655767
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=1; poly_n=5; poly_sigma=1.5; flags=0,15.307422779055273,2956.4624,2956.4624,0.3916916779962437
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=1; poly_n=5; poly_sigma=2.0; flags=0,15.946918518170317,2874.475,2874.475,0.3957253725047354
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=1; poly_n=7; poly_sigma=1.1; flags=0,13.941192913747827,3140.6343,3140.6343,0.38361477359310586
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=1; poly_n=7; poly_sigma=1.3; flags=0,14.720456172341278,3034.3347,3034.3347,0.3881464791003847
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=1; poly_n=7; poly_sigma=1.5; flags=0,15.34867258029245,2950.5137,2950.5137,0.39191224769948796
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=1; poly_n=7; poly_sigma=2.0; flags=0,16.179285459003573,2836.1226,2836.1226,0.3966773531555574
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=2; poly_n=5; poly_sigma=1.1; flags=0,15.003366978717917,2889.8665,2889.8665,0.3834391355162293
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=2; poly_n=5; poly_sigma=1.3; flags=0,15.780222405983537,2776.766,2776.766,0.38752909288794735
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=2; poly_n=5; poly_sigma=1.5; flags=0,16.292904598567542,2700.4377,2700.4377,0.3901269207028063
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=2; poly_n=5; poly_sigma=2.0; flags=0,16.749733173433956,2657.1577,2657.1577,0.39392574009316783
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=2; poly_n=7; poly_sigma=1.1; flags=0,15.003547531582239,2889.8225,2889.8225,0.3834390108496373
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=2; poly_n=7; poly_sigma=1.3; flags=0,15.78572005576055,2775.422,2775.422,0.38752541490044445
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=2; poly_n=7; poly_sigma=1.5; flags=0,16.32453180540947,2692.9644,2692.9644,0.3901213107571092
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=2; poly_n=7; poly_sigma=2.0; flags=0,16.88514456631301,2614.4036,2614.4036,0.3932562497927925
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=3; poly_n=5; poly_sigma=1.1; flags=0,15.519528235699465,2764.8362,2764.8362,0.3831635823248627
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=3; poly_n=5; poly_sigma=1.3; flags=0,16.252858066873547,2658.4336,2658.4336,0.38704603586637487
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=3; poly_n=5; poly_sigma=1.5; flags=0,16.71040400033452,2588.2063,2588.2063,0.38923803288056064
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=3; poly_n=5; poly_sigma=2.0; flags=0,17.047965350151863,2574.5332,2574.5332,0.3931435083484761
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=3; poly_n=7; poly_sigma=1.1; flags=0,15.519725245046786,2764.7786,2764.7786,0.383162868485167
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=3; poly_n=7; poly_sigma=1.3; flags=0,16.257770092289483,2657.1985,2657.1985,0.387040700747581
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=3; poly_n=7; poly_sigma=1.5; flags=0,16.738794904980146,2580.0674,2580.0674,0.38914717959211587
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=3; poly_n=7; poly_sigma=2.0; flags=0,17.152324666681345,2534.1582,2534.1582,0.3921820421034439
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=1; poly_n=5; poly_sigma=1.1; flags=0,12.781662372792272,3346.2136,3346.2136,0.3797161100234817
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=1; poly_n=5; poly_sigma=1.3; flags=0,13.453642098586991,3280.5874,3280.5874,0.38518625394377837
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=1; poly_n=5; poly_sigma=1.5; flags=0,13.998038121745278,3229.938,3229.938,0.3897688107506375
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=1; poly_n=5; poly_sigma=2.0; flags=0,14.657466310173968,3149.611,3149.611,0.39418120361442344
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=1; poly_n=7; poly_sigma=1.1; flags=0,12.781831090386701,3346.1992,3346.1992,0.3797175929012933
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=1; poly_n=7; poly_sigma=1.3; flags=0,13.458807720105275,3280.0093,3280.0093,0.38522388274177505
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=1; poly_n=7; poly_sigma=1.5; flags=0,14.034263104576425,3225.6636,3225.6636,0.39001951152612746
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=1; poly_n=7; poly_sigma=2.0; flags=0,14.901562549675921,3109.4683,3109.4683,0.3951899719755608
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=2; poly_n=5; poly_sigma=1.1; flags=0,13.63047074062666,3212.5542,3212.5542,0.3835798457360523
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=2; poly_n=5; poly_sigma=1.3; flags=0,14.343664784570857,3134.2727,3134.2727,0.38886767163948666
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=2; poly_n=5; poly_sigma=1.5; flags=0,14.873549693213889,3070.4546,3070.4546,0.39245698347431207
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=2; poly_n=5; poly_sigma=2.0; flags=0,15.48132584309287,2984.2888,2984.2888,0.3957959065975735
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=2; poly_n=7; poly_sigma=1.1; flags=0,13.630636870449587,3212.5251,3212.5251,0.38358044301887473
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=2; poly_n=7; poly_sigma=1.3; flags=0,14.348405479945484,3133.4731,3133.4731,0.3888860745368484
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=2; poly_n=7; poly_sigma=1.5; flags=0,14.904882907322285,3064.5427,3064.5427,0.3925409263296101
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=2; poly_n=7; poly_sigma=2.0; flags=0,15.66850382806702,2935.6675,2935.6675,0.39549909375216374
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=3; poly_n=5; poly_sigma=1.1; flags=0,14.021541742629008,3141.9575,3141.9575,0.38481905058428323
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=3; poly_n=5; poly_sigma=1.3; flags=0,14.734084559711684,3056.2617,3056.2617,0.38965290004537523
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=3; poly_n=5; poly_sigma=1.5; flags=0,15.246955639201229,2986.7305,2986.7305,0.3926612021576261
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=3; poly_n=5; poly_sigma=2.0; flags=0,15.798932994650439,2903.5496,2903.5496,0.3953980541164208
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=3; poly_n=7; poly_sigma=1.1; flags=0,14.021705126888103,3141.939,3141.939,0.384820220376821
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=3; poly_n=7; poly_sigma=1.3; flags=0,14.738731108951736,3055.3828,3055.3828,0.38966520162410967
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=3; poly_n=7; poly_sigma=1.5; flags=0,15.276944269002513,2979.9297,2979.9297,0.3926730044778729
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=3; poly_n=7; poly_sigma=2.0; flags=0,15.96821091864966,2853.8667,2853.8667,0.39478696775558075
Farneback,pyr_scale=0.3; levels=4; winsize=27; iterations=1; poly_n=5; poly_sigma=1.1; flags=0,12.11630989170183,3443.6516,3443.6516,0.376247437266365
Farneback,pyr_scale=0.3; levels=4; winsize=27; iterations=1; poly_n=5; poly_sigma=1.3; flags=0,12.64625387735045,3400.6675,3400.6675,0.3810876196906593
Farneback,pyr_scale=0.3; levels=4; winsize=27; iterations=1; poly_n=5; poly_sigma=1.5; flags=0,13.08709401903251,3362.7058,3362.7058,0.3849816646799225
Farneback,pyr_scale=0.3; levels=4; winsize=27; iterations=1; poly_n=5; poly_sigma=2.0; flags=0,13.661781011020457,3305.1902,3305.1902,0.389576352449193
Farneback,pyr_scale=0.3; levels=4; winsize=27; iterations=1; poly_n=7; poly_sigma=1.1; flags=0,12.116443011809768,3443.6387,3443.6387,0.37624852608749404
Farneback,pyr_scale=0.3; levels=4; winsize=27; iterations=1; poly_n=7; poly_sigma=1.3; flags=0,12.650476518199063,3400.257,3400.257,0.3811220901419252
Farneback,pyr_scale=0.3; levels=4; winsize=27; iterations=1; poly_n=7; poly_sigma=1.5; flags=0,13.117094075282617,3359.811,3359.811,0.38522799243370975
Farneback,pyr_scale=0.3; levels=4; winsize=27; iterations=1; poly_n=7; poly_sigma=2.0; flags=0,13.883504441287764,3277.4805,3277.4805,0.39101791321505414
Farneback,pyr_scale=0.3; levels=4; winsize=27; iterations=2; poly_n=5; poly_sigma=1.1; flags=0,12.776440085853263,3364.974,3364.974,0.38076863172291886
Farneback,pyr_scale=0.3; levels=4; winsize=27; iterations=2; poly_n=5; poly_sigma=1.3; flags=0,13.359060562996003,3311.03,3311.03,0.38568865208116276
Farneback,pyr_scale=0.3; levels=4; winsize=27; iterations=2; poly_n=5; poly_sigma=1.5; flags=0,13.805944354882106,3266.5935,3266.5935,0.38927883490095905
Farneback,pyr_scale=0.3; levels=4; winsize=27; iterations=2; poly_n=5; poly_sigma=2.0; flags=0,14.37663981886413,3196.3494,3196.3494,0.3930539269646395
Farneback,pyr_scale=0.3; levels=4; winsize=27; iterations=2; poly_n=7; poly_sigma=1.1; flags=0,12.776576981899884,3364.9575,3364.9575,0.3807695349886104
Farneback,pyr_scale=0.3; levels=4; winsize=27; iterations=2; poly_n=7; poly_sigma=1.3; flags=0,13.363072748160757,3310.5044,3310.5044,0.38571327691522195
Farneback,pyr_scale=0.3; levels=4; winsize=27; iterations=2; poly_n=7; poly_sigma=1.5; flags=0,13.833219641764149,3262.6348,3262.6348,0.3894231793090389
Farneback,pyr_scale=0.3; levels=4; winsize=27; iterations=2; poly_n=7; poly_sigma=2.0; flags=0,14.571823195083775,3156.28,3156.28,0.39338232598353795
Farneback,pyr_scale=0.3; levels=4; winsize=27; iterations=3; poly_n=5; poly_sigma=1.1; flags=0,13.086474011824373,3323.806,3323.806,0.3826390008000551
Farneback,pyr_scale=0.3; levels=4; winsize=27; iterations=3; poly_n=5; poly_sigma=1.3; flags=0,13.658548005508624,3266.0034,3266.0034,0.38717988085073374
Farneback,pyr_scale=0.3; levels=4; winsize=27; iterations=3; poly_n=5; poly_sigma=1.5; flags=0,14.090388864965622,3212.3462,3212.3462,0.39000622720487854
Farneback,pyr_scale=0.3; levels=4; winsize=27; iterations=3; poly_n=5; poly_sigma=2.0; flags=0,14.6780082969376,3129.3218,3129.3218,0.3932514261642217
Farneback,pyr_scale=0.3; levels=4; winsize=27; iterations=3; poly_n=7; poly_sigma=1.1; flags=0,13.08661088707711,3323.7905,3323.7905,0.38263999318159936
Farneback,pyr_scale=0.3; levels=4; winsize=27; iterations=3; poly_n=7; poly_sigma=1.3; flags=0,13.662546876188276,3265.4583,3265.4583,0.3872031718925895
Farneback,pyr_scale=0.3; levels=4; winsize=27; iterations=3; poly_n=7; poly_sigma=1.5; flags=0,14.116740022573756,3208.0908,3208.0908,0.39011982691549696
Farneback,pyr_scale=0.3; levels=4; winsize=27; iterations=3; poly_n=7; poly_sigma=2.0; flags=0,14.86792734527713,3085.603,3085.603,0.39328718183137734
Farneback,pyr_scale=0.3; levels=4; winsize=35; iterations=1; poly_n=5; poly_sigma=1.1; flags=0,11.550056819302352,3511.602,3511.602,0.37239692646121497
Farneback,pyr_scale=0.3; levels=4; winsize=35; iterations=1; poly_n=5; poly_sigma=1.3; flags=0,11.945433662205101,3484.4473,3484.4473,0.37630292419807937
Farneback,pyr_scale=0.3; levels=4; winsize=35; iterations=1; poly_n=5; poly_sigma=1.5; flags=0,12.27402175710825,3457.9868,3457.9868,0.37931551330732494
Farneback,pyr_scale=0.3; levels=4; winsize=35; iterations=1; poly_n=5; poly_sigma=2.0; flags=0,12.716927302666841,3415.938,3415.938,0.3829932753434149
Farneback,pyr_scale=0.3; levels=4; winsize=35; iterations=1; poly_n=7; poly_sigma=1.1; flags=0,11.550158277084842,3511.5864,3511.5864,0.3723974080970146
Farneback,pyr_scale=0.3; levels=4; winsize=35; iterations=1; poly_n=7; poly_sigma=1.3; flags=0,11.948666820924098,3484.0867,3484.0867,0.3763265519340918
Farneback,pyr_scale=0.3; levels=4; winsize=35; iterations=1; poly_n=7; poly_sigma=1.5; flags=0,12.296972523474153,3455.9438,3455.9438,0.379514247084467
Farneback,pyr_scale=0.3; levels=4; winsize=35; iterations=1; poly_n=7; poly_sigma=2.0; flags=0,12.898137285362182,3395.612,3395.612,0.3843106444644004
Farneback,pyr_scale=0.3; levels=4; winsize=35; iterations=2; poly_n=5; poly_sigma=1.1; flags=0,12.0534894347653,3461.563,3461.563,0.37644263751571505
Farneback,pyr_scale=0.3; levels=4; winsize=35; iterations=2; poly_n=5; poly_sigma=1.3; flags=0,12.481911372900658,3427.4907,3427.4907,0.38039620964194254
Farneback,pyr_scale=0.3; levels=4; winsize=35; iterations=2; poly_n=5; poly_sigma=1.5; flags=0,12.81817805461946,3398.095,3398.095,0.3833402119447796
Farneback,pyr_scale=0.3; levels=4; winsize=35; iterations=2; poly_n=5; poly_sigma=2.0; flags=0,13.293905963245043,3342.7395,3342.7395,0.3866790679458798
Farneback,pyr_scale=0.3; levels=4; winsize=35; iterations=2; poly_n=7; poly_sigma=1.1; flags=0,12.05358927273535,3461.5483,3461.5483,0.3764431560787853
Farneback,pyr_scale=0.3; levels=4; winsize=35; iterations=2; poly_n=7; poly_sigma=1.3; flags=0,12.48495988486199,3427.2148,3427.2148,0.38042234852047596
Farneback,pyr_scale=0.3; levels=4; winsize=35; iterations=2; poly_n=7; poly_sigma=1.5; flags=0,12.839124466336662,3395.9946,3395.9946,0.38350742768744284
Farneback,pyr_scale=0.3; levels=4; winsize=35; iterations=2; poly_n=7; poly_sigma=2.0; flags=0,13.464222996203635,3316.791,3316.791,0.3875065883822833
Farneback,pyr_scale=0.3; levels=4; winsize=35; iterations=3; poly_n=5; poly_sigma=1.1; flags=0,12.268501218582385,3436.7817,3436.7817,0.37796593482290974
Farneback,pyr_scale=0.3; levels=4; winsize=35; iterations=3; poly_n=5; poly_sigma=1.3; flags=0,12.690144453337217,3403.513,3403.513,0.3818727954571107
Farneback,pyr_scale=0.3; levels=4; winsize=35; iterations=3; poly_n=5; poly_sigma=1.5; flags=0,13.028702914822606,3368.2449,3368.2449,0.38449652981909027
Farneback,pyr_scale=0.3; levels=4; winsize=35; iterations=3; poly_n=5; poly_sigma=2.0; flags=0,13.53909866618682,3301.6477,3301.6477,0.3876462494582531
Farneback,pyr_scale=0.3; levels=4; winsize=35; iterations=3; poly_n=7; poly_sigma=1.1; flags=0,12.268599379469496,3436.7766,3436.7766,0.3779669961509442
Farneback,pyr_scale=0.3; levels=4; winsize=35; iterations=3; poly_n=7; poly_sigma=1.3; flags=0,12.693147166216894,3403.1282,3403.1282,0.38189175153873695
Farneback,pyr_scale=0.3; levels=4; winsize=35; iterations=3; poly_n=7; poly_sigma=1.5; flags=0,13.049583938404684,3365.5012,3365.5012,0.38462425102153097
Farneback,pyr_scale=0.3; levels=4; winsize=35; iterations=3; poly_n=7; poly_sigma=2.0; flags=0,13.721151389938303,3270.5825,3270.5825,0.3883310758428413
Farneback,pyr_scale=0.3; levels=5; winsize=15; iterations=1; poly_n=5; poly_sigma=1.1; flags=0,13.94097739736184,3140.6519,3140.6519,0.3836127994449856
Farneback,pyr_scale=0.3; levels=5; winsize=15; iterations=1; poly_n=5; poly_sigma=1.3; flags=0,14.714058846011465,3035.2896,3035.2896,0.38811421149655767
Farneback,pyr_scale=0.3; levels=5; winsize=15; iterations=1; poly_n=5; poly_sigma=1.5; flags=0,15.307422779055273,2956.4624,2956.4624,0.3916916779962437
Farneback,pyr_scale=0.3; levels=5; winsize=15; iterations=1; poly_n=5; poly_sigma=2.0; flags=0,15.946918518170317,2874.475,2874.475,0.3957253725047354
Farneback,pyr_scale=0.3; levels=5; winsize=15; iterations=1; poly_n=7; poly_sigma=1.1; flags=0,13.941192913747827,3140.6343,3140.6343,0.38361477359310586
Farneback,pyr_scale=0.3; levels=5; winsize=15; iterations=1; poly_n=7; poly_sigma=1.3; flags=0,14.720456172341278,3034.3347,3034.3347,0.3881464791003847
Farneback,pyr_scale=0.3; levels=5; winsize=15; iterations=1; poly_n=7; poly_sigma=1.5; flags=0,15.34867258029245,2950.5137,2950.5137,0.39191224769948796
Farneback,pyr_scale=0.3; levels=5; winsize=15; iterations=1; poly_n=7; poly_sigma=2.0; flags=0,16.179285459003573,2836.1226,2836.1226,0.3966773531555574
Farneback,pyr_scale=0.3; levels=5; winsize=15; iterations=2; poly_n=5; poly_sigma=1.1; flags=0,15.003366978717917,2889.8665,2889.8665,0.3834391355162293
Farneback,pyr_scale=0.3; levels=5; winsize=15; iterations=2; poly_n=5; poly_sigma=1.3; flags=0,15.780222405983537,2776.766,2776.766,0.38752909288794735
Farneback,pyr_scale=0.3; levels=5; winsize=15; iterations=2; poly_n=5; poly_sigma=1.5; flags=0,16.292904598567542,2700.4377,2700.4377,0.3901269207028063
Farneback,pyr_scale=0.3; levels=5; winsize=15; iterations=2; poly_n=5; poly_sigma=2.0; flags=0,16.749733173433956,2657.1577,2657.1577,0.39392574009316783
