algorithm_type,params,s_epe,s_mse,a_mse,combined_score
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,11.93017538,2965.5942,2965.5942,0.451312723
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.63371329,2866.6028,2866.6028,0.445062059
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.37537261,2900.8345,2900.8345,0.447103107
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.04316621,2810.7764,2810.7764,0.441638478
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.37891903,2898.4531,2898.4531,0.446845733
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.7559005,2691.648,2691.648,0.433044983
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.21710979,2779.419,2779.419,0.439267155
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,14.37210526,2583.0242,2583.0242,0.42493977
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,11.3364107,3033.6868,3033.6868,0.454733717
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.09000041,2938.904,2938.904,0.449388527
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,11.79212245,2974.5442,2974.5442,0.451282286
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.52568851,2874.103,2874.103,0.445097861
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.43722364,2764.5444,2764.5444,0.439243145
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,14.56998976,2557.2388,2557.2388,0.423428561
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,14.20874195,2626.6138,2626.6138,0.428863589
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,15.06084391,2455.71,2455.71,0.415171966
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.36396569,2921.108,2921.108,0.449444704
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.1300561,2809.235,2809.235,0.442148673
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.85954297,2849.4783,2849.4783,0.444813737
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.57895093,2740.4956,2740.4956,0.437491086
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.79157902,2846.3137,2846.3137,0.443890284
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,14.19816,2619.433,2619.433,0.427917259
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.66634576,2713.0935,2713.0935,0.434902005
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,14.78615855,2509.6555,2509.6555,0.419447965
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,11.68420656,2998.439,2998.439,0.453286359
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.48488837,2894.7922,2894.7922,0.447254202
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.17455988,2933.6946,2933.6946,0.449439869
DIS,finest_scale=1; patch_size=4; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.94519231,2825.4211,2825.4211,0.44261207
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.42716433,2793.0767,2793.0767,0.442586511
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.95601432,2724.0005,2724.0005,0.438528182
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.75818049,2747.4595,2747.4595,0.439760579
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,14.23764356,2680.434,2680.434,0.435553233
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.99053302,2851.4507,2851.4507,0.446098377
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.3086434,2812.4702,2812.4702,0.443965577
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.19444409,2824.3142,2824.3142,0.444473285
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.48925898,2784.9207,2784.9207,0.44210456
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.75567758,2869.9546,2869.9546,0.446439985
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.62082125,2752.0542,2752.0542,0.439213108
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.29802323,2797.6565,2797.6565,0.442102967
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,14.06969281,2681.0276,2681.0276,0.434280884
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.06252925,2961.1267,2961.1267,0.45183544
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.56568531,2896.255,2896.255,0.448076083
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.36649162,2921.283,2921.283,0.449485893
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.849739,2854.7021,2854.7021,0.445362197
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,14.02718893,2727.1294,2727.1294,0.439473058
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,14.49528519,2648.5535,2648.5535,0.433788731
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,14.32814336,2676.7397,2676.7397,0.435833922
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,14.72582842,2608.4712,2608.4712,0.430823191
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.63567218,2784.8425,2784.8425,0.443266507
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.92923086,2742.8257,2742.8257,0.44057296
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.81332531,2756.1768,2756.1768,0.441247829
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,14.08114021,2716.6594,2716.6594,0.438648262
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.30531389,2813.6396,2813.6396,0.44407928
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,14.12431007,2689.061,2689.061,0.435681838
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.81309926,2735.7847,2735.7847,0.438798952
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,14.51721745,2619.953,2619.953,0.430532094
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.61786889,2909.5347,2909.5347,0.450087112
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.11179557,2839.3455,2839.3455,0.445615823
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.9292958,2862.0024,2862.0024,0.44687469
DIS,finest_scale=1; patch_size=4; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.3983523,2798.2612,2798.2612,0.442978198
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.67927547,2855.085,2855.085,0.444044384
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.36212793,2746.4136,2746.4136,0.436466661
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.19648792,2778.2925,2778.2925,0.438967027
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.73693505,2681.3032,2681.3032,0.431651903
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.05534244,2941.4197,2941.4197,0.449413131
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.48485429,2883.4604,2883.4604,0.445894109
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.37374831,2897.36,2897.36,0.446673208
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.77307002,2842.3296,2842.3296,0.443264093
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.3716356,2892.4714,2892.4714,0.446069677
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.24691259,2763.5894,2763.5894,0.437606037
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.0083221,2807.2915,2807.2915,0.440941568
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.70469107,2688.2798,2688.2798,0.432231098
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,11.65095,2991.0168,2991.0168,0.452129635
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.14812349,2923.5662,2923.5662,0.44801292
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,11.99803423,2942.357,2942.357,0.449067139
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.48260598,2876.9734,2876.9734,0.445097686
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.29785122,2786.8633,2786.8633,0.440806411
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.9538818,2670.269,2670.269,0.43206336
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.81974002,2702.02,2702.02,0.434800333
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,14.30850714,2605.7659,2605.7659,0.427159954
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.63400315,2885.2646,2885.2646,0.447303814
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.09451142,2819.711,2819.711,0.443121408
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.98684028,2839.0188,2839.0188,0.44457699
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.39292606,2773.0486,2773.0486,0.439909256
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.93588641,2831.132,2831.132,0.443222957
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.78694603,2693.521,2693.521,0.433518116
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.57673768,2736.1438,2736.1438,0.436951154
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,14.21390628,2619.158,2619.158,0.428010238
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.13490988,2946.1638,2946.1638,0.450618925
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.69384713,2863.782,2863.782,0.445204635
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.5306279,2891.3926,2891.3926,0.447212154
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.04811729,2816.428,2816.428,0.442356298
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.74551551,2850.1284,2850.1284,0.443979539
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.35500281,2753.9368,2753.9368,0.437312432
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.20623079,2782.5254,2782.5254,0.439552921
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.69821378,2696.026,2696.026,0.433108844
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.16342075,2931.3784,2931.3784,0.44907279
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.56443929,2874.945,2874.945,0.445508927
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.4669021,2890.638,2890.638,0.446611778
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.83505739,2838.845,2838.845,0.443341866
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.41592295,2888.7153,2888.7153,0.445973216
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.23270999,2769.5337,2769.5337,0.438205735
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.01518161,2808.037,2808.037,0.441085911
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.66417812,2703.7083,2703.7083,0.433758404
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,11.71963621,2982.8179,2982.8179,0.45169526
