algorithm_type,params,s_epe,s_mse,a_mse,combined_score
DIS,finest_scale=0; patch_size=4; patch_stride=2; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.294555513855471,565.2904,565.2904,0.17419129823682034
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.332440666062316,670.3379,670.3379,0.1871000763710553
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.726154393150622,578.81915,578.81915,0.17926753353034824
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.068284083742544,856.341,856.341,0.19930719110837497
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.702413030390769,769.48895,769.48895,0.19395798546413445
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.490076206689348,806.0768,806.0768,0.19664982116274254
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.985248764144018,726.87164,726.87164,0.19110659281243192
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.519298693947206,633.1117,633.1117,0.1841277959856368
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.870424720040575,544.3401,544.3401,0.17628420992606175
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.774168623381257,576.89764,576.89764,0.17942106680387976
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.9959842701479,517.05804,517.05804,0.17401484160798725
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.00612513319578,737.3672,737.3672,0.19253306481011123
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.394067129637346,657.4832,657.4832,0.18605051987286841
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.278415466759782,688.35956,688.35956,0.18883048030069816
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.572369762235246,621.38293,621.38293,0.18314491260427923
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.407973848424836,663.9495,663.9495,0.18693773669117678
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.866143888717465,551.5012,551.5012,0.17710929834036487
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.73694881291281,596.54364,596.54364,0.18148082848319141
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,14.014856221822125,518.89886,518.89886,0.17438671576020895
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.7002310808971,788.94556,788.94556,0.19627531830984313
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.249755528757206,692.59546,692.59546,0.18910950175674146
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.078582488181373,733.63074,733.63074,0.1926643477096731
DIS,finest_scale=1; patch_size=8; patch_stride=2; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.47857504806478,651.3469,651.3469,0.18599022743873272
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.935214169724684,725.91345,725.91345,0.19059132379614435
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.411538086838188,633.8214,633.8214,0.1833508787155681
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.256636530792255,673.4425,673.4425,0.18686619467048277
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.592958527600299,599.37604,599.37604,0.18066879423694238
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.379787905670902,812.1846,812.1846,0.19650045817023676
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.795295360253691,747.62195,747.62195,0.19207700177086545
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.661138190597384,772.29724,772.29724,0.19396477650618626
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.99594200926694,715.8292,715.8292,0.1898670455636718
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.866388150022626,745.38,745.38,0.1923767110742426
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.475758821011459,630.02704,630.02704,0.18340931725693443
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.288774390952488,678.54407,678.54407,0.1877354819570915
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.684557575666725,588.983,588.983,0.18015441903419352
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.106293415497948,851.7082,851.7082,0.19905533324059813
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.684368841296362,773.2535,773.2535,0.19426537555413187
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.497733756303472,804.8551,804.8551,0.19656448393583045
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=8; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,12.949585780217342,733.0862,733.0862,0.19156703245412582
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.506651603633753,637.6363,637.6363,0.1845695654229688
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.83694747365312,552.88104,552.88104,0.17704130872303617
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.737825263131693,586.37976,586.37976,0.18026818004122602
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.95762701738413,527.9352,527.9352,0.17501324335007157
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.052006347384225,733.43475,733.43475,0.19242822455093203
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.39064595495445,662.1437,662.1437,0.18658241340675213
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.300321512796708,689.01624,689.01624,0.18908451855880604
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=3; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.554473290509543,627.6117,627.6117,0.1837491979771182
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.393434611221972,670.45984,670.45984,0.1876026608726249
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.828561974815306,561.74756,561.74756,0.17803820489447736
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.702311420717084,605.0731,605.0731,0.1822272677562892
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=20.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.988040818062107,527.0458,527.0458,0.17514982418844444
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,12.744034606726595,786.674,786.674,0.1963531670253406
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=2.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.234921986514152,698.07837,698.07837,0.18964877929015017
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=5.0; use_mean_normalization=True; use_spatial_propagation=False,13.081185377232154,735.3773,735.3773,0.19289476310485143
DIS,finest_scale=1; patch_size=8; patch_stride=4; grad_descent_iter=12; var_refine_iter=5; var_refine_alpha=40.0; var_refine_delta=5.0; var_refine_gamma=10.0; use_mean_normalization=True; use_spatial_propagation=False,13.459185614742797,657.20325,657.20325,0.1865378805363811
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=1; poly_n=5; poly_sigma=1.1,13.764915988538913,473.9459,473.9459,0.16699283570602935
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=1; poly_n=5; poly_sigma=1.5,13.49706781903106,453.6058,453.6058,0.16240924014641428
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=1; poly_n=7; poly_sigma=1.1,13.76498962627991,473.9262,473.9262,0.16699106669919841
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=1; poly_n=7; poly_sigma=1.5,13.481851330369441,454.3478,454.3478,0.16237655012583518
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=2; poly_n=5; poly_sigma=1.1,14.098785417747226,391.97495,391.97495,0.15982727759060644
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=2; poly_n=5; poly_sigma=1.5,13.449777869241979,413.8361,413.8361,0.15725855545487044
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=2; poly_n=7; poly_sigma=1.1,14.098782722398463,391.96783,391.96783,0.15982640293633799
Farneback,pyr_scale=0.3; levels=3; winsize=15; iterations=2; poly_n=7; poly_sigma=1.5,13.42414860549967,414.42154,414.42154,0.15712377286938034
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=1; poly_n=5; poly_sigma=1.1,13.106830814544523,618.86597,618.86597,0.17911856938651533
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=1; poly_n=5; poly_sigma=1.5,13.022600376560613,553.005,553.005,0.17054140330516754
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=1; poly_n=7; poly_sigma=1.1,13.106946149075451,618.83386,618.83386,0.17911563266201358
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=1; poly_n=7; poly_sigma=1.5,13.016963925858585,551.2754,551.2754,0.1702887608758628
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=2; poly_n=5; poly_sigma=1.1,13.538751134097549,502.8448,502.8448,0.16865138588404632
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=2; poly_n=5; poly_sigma=1.5,13.046283763634047,490.66293,490.66293,0.1632498243807704
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=2; poly_n=7; poly_sigma=1.1,13.538783297956382,502.8309,502.8309,0.16864997426486328
Farneback,pyr_scale=0.3; levels=3; winsize=21; iterations=2; poly_n=7; poly_sigma=1.5,13.026022109585426,489.94904,489.94904,0.16300206064738768
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=1; poly_n=5; poly_sigma=1.1,13.764915988538913,473.9459,473.9459,0.16699283570602935
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=1; poly_n=5; poly_sigma=1.5,13.49706781903106,453.6058,453.6058,0.16240924014641428
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=1; poly_n=7; poly_sigma=1.1,13.76498962627991,473.9262,473.9262,0.16699106669919841
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=1; poly_n=7; poly_sigma=1.5,13.481851330369441,454.3478,454.3478,0.16237655012583518
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=2; poly_n=5; poly_sigma=1.1,14.098785417747226,391.97495,391.97495,0.15982727759060644
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=2; poly_n=5; poly_sigma=1.5,13.449777869241979,413.8361,413.8361,0.15725855545487044
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=2; poly_n=7; poly_sigma=1.1,14.098782722398463,391.96783,391.96783,0.15982640293633799
Farneback,pyr_scale=0.3; levels=4; winsize=15; iterations=2; poly_n=7; poly_sigma=1.5,13.42414860549967,414.42154,414.42154,0.15712377286938034
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=1; poly_n=5; poly_sigma=1.1,13.106830814544523,618.86597,618.86597,0.17911856938651533
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=1; poly_n=5; poly_sigma=1.5,13.022600376560613,553.005,553.005,0.17054140330516754
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=1; poly_n=7; poly_sigma=1.1,13.106946149075451,618.83386,618.83386,0.17911563266201358
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=1; poly_n=7; poly_sigma=1.5,13.016963925858585,551.2754,551.2754,0.1702887608758628
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=2; poly_n=5; poly_sigma=1.1,13.538751134097549,502.8448,502.8448,0.16865138588404632
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=2; poly_n=5; poly_sigma=1.5,13.046283763634047,490.66293,490.66293,0.1632498243807704
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=2; poly_n=7; poly_sigma=1.1,13.538783297956382,502.8309,502.8309,0.16864997426486328
Farneback,pyr_scale=0.3; levels=4; winsize=21; iterations=2; poly_n=7; poly_sigma=1.5,13.026022109585426,489.94904,489.94904,0.16300206064738768
Farneback,pyr_scale=0.5; levels=3; winsize=15; iterations=1; poly_n=5; poly_sigma=1.1,14.163302247291586,383.7303,383.7303,0.15935405335478608
Farneback,pyr_scale=0.5; levels=3; winsize=15; iterations=1; poly_n=5; poly_sigma=1.5,13.664911312313603,401.63126,401.63126,0.1575150437450546
Farneback,pyr_scale=0.5; levels=3; winsize=15; iterations=1; poly_n=7; poly_sigma=1.1,14.163307052640851,383.7195,383.7195,0.15935279912184663
Farneback,pyr_scale=0.5; levels=3; winsize=15; iterations=1; poly_n=7; poly_sigma=1.5,13.64695022007292,401.6322,401.6322,0.15737146676583813
Farneback,pyr_scale=0.5; levels=3; winsize=15; iterations=2; poly_n=5; poly_sigma=1.1,14.290129375061857,357.1192,357.1192,0.15717534408252612
Farneback,pyr_scale=0.5; levels=3; winsize=15; iterations=2; poly_n=5; poly_sigma=1.5,13.622744269660668,387.7964,387.7964,0.1555175206064507
Farneback,pyr_scale=0.5; levels=3; winsize=15; iterations=2; poly_n=7; poly_sigma=1.1,14.290118131104776,357.11896,357.11896,0.15717522060325678
Farneback,pyr_scale=0.5; levels=3; winsize=15; iterations=2; poly_n=7; poly_sigma=1.5,13.59670153551877,388.60138,388.60138,0.15540577923604493
Farneback,pyr_scale=0.5; levels=3; winsize=21; iterations=1; poly_n=5; poly_sigma=1.1,13.587675583911704,493.67056,493.67056,0.16794187251768722
Farneback,pyr_scale=0.5; levels=3; winsize=21; iterations=1; poly_n=5; poly_sigma=1.5,13.374730959675134,460.91583,460.91583,0.16230775055401658
Farneback,pyr_scale=0.5; levels=3; winsize=21; iterations=1; poly_n=7; poly_sigma=1.1,13.587754943143313,493.64813,493.64813,0.1679398177319446
Farneback,pyr_scale=0.5; levels=3; winsize=21; iterations=1; poly_n=7; poly_sigma=1.5,13.362248147420242,459.3317,459.3317,0.16201779021733725
Farneback,pyr_scale=0.5; levels=3; winsize=21; iterations=2; poly_n=5; poly_sigma=1.1,13.883085684102753,429.88028,429.88028,0.16265032250580772
Farneback,pyr_scale=0.5; levels=3; winsize=21; iterations=2; poly_n=5; poly_sigma=1.5,13.427036647983325,434.53467,434.53467,0.1595604555407201
Farneback,pyr_scale=0.5; levels=3; winsize=21; iterations=2; poly_n=7; poly_sigma=1.1,13.88310985660274,429.86777,429.86777,0.16264901459381734
Farneback,pyr_scale=0.5; levels=3; winsize=21; iterations=2; poly_n=7; poly_sigma=1.5,13.404016563432327,434.4563,434.4563,0.15936688850630848
Farneback,pyr_scale=0.5; levels=4; winsize=15; iterations=1; poly_n=5; poly_sigma=1.1,14.163302247291586,383.7303,383.7303,0.15935405335478608
Farneback,pyr_scale=0.5; levels=4; winsize=15; iterations=1; poly_n=5; poly_sigma=1.5,13.664911312313603,401.63126,401.63126,0.1575150437450546
Farneback,pyr_scale=0.5; levels=4; winsize=15; iterations=1; poly_n=7; poly_sigma=1.1,14.163307052640851,383.7195,383.7195,0.15935279912184663
Farneback,pyr_scale=0.5; levels=4; winsize=15; iterations=1; poly_n=7; poly_sigma=1.5,13.64695022007292,401.6322,401.6322,0.15737146676583813
Farneback,pyr_scale=0.5; levels=4; winsize=15; iterations=2; poly_n=5; poly_sigma=1.1,14.290129375061857,357.1192,357.1192,0.15717534408252612
Farneback,pyr_scale=0.5; levels=4; winsize=15; iterations=2; poly_n=5; poly_sigma=1.5,13.622744269660668,387.7964,387.7964,0.1555175206064507
Farneback,pyr_scale=0.5; levels=4; winsize=15; iterations=2; poly_n=7; poly_sigma=1.1,14.290118131104776,357.11896,357.11896,0.15717522060325678
Farneback,pyr_scale=0.5; levels=4; winsize=15; iterations=2; poly_n=7; poly_sigma=1.5,13.59670153551877,388.60138,388.60138,0.15540577923604493
Farneback,pyr_scale=0.5; levels=4; winsize=21; iterations=1; poly_n=5; poly_sigma=1.1,13.587675583911704,493.67056,493.67056,0.16794187251768722
Farneback,pyr_scale=0.5; levels=4; winsize=21; iterations=1; poly_n=5; poly_sigma=1.5,13.374730959675134,460.91583,460.91583,0.16230775055401658
Farneback,pyr_scale=0.5; levels=4; winsize=21; iterations=1; poly_n=7; poly_sigma=1.1,13.587754943143313,493.64813,493.64813,0.1679398177319446
Farneback,pyr_scale=0.5; levels=4; winsize=21; iterations=1; poly_n=7; poly_sigma=1.5,13.362248147420242,459.3317,459.3317,0.16201779021733725
Farneback,pyr_scale=0.5; levels=4; winsize=21; iterations=2; poly_n=5; poly_sigma=1.1,13.883085684102753,429.88028,429.88028,0.16265032250580772
Farneback,pyr_scale=0.5; levels=4; winsize=21; iterations=2; poly_n=5; poly_sigma=1.5,13.427036647983325,434.53467,434.53467,0.1595604555407201
Farneback,pyr_scale=0.5; levels=4; winsize=21; iterations=2; poly_n=7; poly_sigma=1.1,13.88310985660274,429.86777,429.86777,0.16264901459381734
Farneback,pyr_scale=0.5; levels=4; winsize=21; iterations=2; poly_n=7; poly_sigma=1.5,13.404016563432327,434.4563,434.4563,0.15936688850630848
Farneback,pyr_scale=0.7; levels=3; winsize=15; iterations=1; poly_n=5; poly_sigma=1.1,13.643961167531955,430.28638,430.28638,0.16078605689563552
Farneback,pyr_scale=0.7; levels=3; winsize=15; iterations=1; poly_n=5; poly_sigma=1.5,13.612838721842717,390.9549,390.9549,0.1558173021600338
Farneback,pyr_scale=0.7; levels=3; winsize=15; iterations=1; poly_n=7; poly_sigma=1.1,13.644060863527013,430.27353,430.27353,0.1607853121934124
Farneback,pyr_scale=0.7; levels=3; winsize=15; iterations=1; poly_n=7; poly_sigma=1.5,13.593324047282612,390.96417,390.96417,0.1556622986253522
Farneback,pyr_scale=0.7; levels=3; winsize=15; iterations=2; poly_n=5; poly_sigma=1.1,14.258600946807217,352.6336,352.6336,0.15638484201068364
Farneback,pyr_scale=0.7; levels=3; winsize=15; iterations=2; poly_n=5; poly_sigma=1.5,13.619840532835957,383.00528,383.00528,0.15491935920951078
Farneback,pyr_scale=0.7; levels=3; winsize=15; iterations=2; poly_n=7; poly_sigma=1.1,14.258592683079803,352.63483,352.63483,0.15638492118718594
Farneback,pyr_scale=0.7; levels=3; winsize=15; iterations=2; poly_n=7; poly_sigma=1.5,13.593099071481694,383.96503,383.96503,0.1548205985935439
Farneback,pyr_scale=0.7; levels=3; winsize=21; iterations=1; poly_n=5; poly_sigma=1.1,13.401364838875798,493.33878,493.33878,0.16641157437998033
Farneback,pyr_scale=0.7; levels=3; winsize=21; iterations=1; poly_n=5; poly_sigma=1.5,13.452631342353067,438.36343,438.36343,0.16022466432405824
Farneback,pyr_scale=0.7; levels=3; winsize=21; iterations=1; poly_n=7; poly_sigma=1.1,13.401491963632449,493.3128,493.3128,0.16640947703534398
Farneback,pyr_scale=0.7; levels=3; winsize=21; iterations=1; poly_n=7; poly_sigma=1.5,13.43645878165546,437.2194,437.2194,0.15995799944039846
Farneback,pyr_scale=0.7; levels=3; winsize=21; iterations=2; poly_n=5; poly_sigma=1.1,13.988922210084336,411.91904,411.91904,0.1613416623298084
Farneback,pyr_scale=0.7; levels=3; winsize=21; iterations=2; poly_n=5; poly_sigma=1.5,13.457856427833221,424.93433,424.93433,0.1586549714800102
Farneback,pyr_scale=0.7; levels=3; winsize=21; iterations=2; poly_n=7; poly_sigma=1.1,13.988924251201516,411.9126,411.9126,0.16134091124894434
Farneback,pyr_scale=0.7; levels=3; winsize=21; iterations=2; poly_n=7; poly_sigma=1.5,13.432972542607255,425.10117,425.10117,0.15847592383355671
Farneback,pyr_scale=0.7; levels=4; winsize=15; iterations=1; poly_n=5; poly_sigma=1.1,14.316334461799965,358.65176,358.65176,0.15756888745730485
Farneback,pyr_scale=0.7; levels=4; winsize=15; iterations=1; poly_n=5; poly_sigma=1.5,13.726953762281232,384.49017,384.49017,0.155954453130629
Farneback,pyr_scale=0.7; levels=4; winsize=15; iterations=1; poly_n=7; poly_sigma=1.1,14.31634458218808,358.64862,358.64862,0.1575685958913799
